id_article,title,content,url,category,source,image,published_date
52633a4d3202,Apple pulls US immigration official tracking apps,"A number of apps were released this year in response to President Trump's crackdown on illegal immigration and an upsurge in ICE raids. Critics - such as the creator of ICEBlock - accuse the government of abusing its powers and ""bringing terror"" to US streets. The free app works by allowing users to report sightings of ICE officers. It has been downloaded more than a million times in the US. However, Bondi argued it was being used to target ICE officers. The FBI says the man who targeted an ICE facility in Dallas in September - killing two detainees - had used similar apps to track the movements of agents and their vehicles. In a statement Apple said: ""We created the App Store to be a safe and trusted place to discover apps. ""Based on information we've received from law enforcement about the safety risks associated with ICEBlock, we have removed it and similar apps from the App Store."" But its creator, Joshua Aaron, denied it posed a threat. ""ICEBlock is no different from crowd sourcing speed traps, which every notable mapping application, including Apple's own Maps app,"" he said. ""This is protected speech under the first amendment of the United States Constitution."" Mr Aaron - who has worked in the tech industry for years - previously told BBC Verify he developed the app out of concern over a spike in immigration raids. ""I certainly watched pretty closely during Trump's first administration and then I listened to the rhetoric during the campaign for the second,"" he said. ""My brain started firing on what was going to happen and what I could do to keep people safe."" The White House and FBI had criticised the app after it launched in April and downloads rose. In a statement to the BBC a spokesperson for the Department for Homeland Security, Tricia McLaughlin, said: ""ICE tracking apps put the lives of the men and women of law enforcement in danger as they go after terrorists, vicious gangs and violent criminal rings."" ""But, of course, the media spins this correct decision for Apple to remove these apps as them caving to pressure instead of preventing further bloodshed and stopping law enforcement from getting killed,"" she added. The creator of the app ICE Immigration Alerts, who asked to remain anonymous, told the BBC that it was pulled from Apple and Google's app platforms within hours of each other. They said Apple had informed them the app was taken down at the request of ""law enforcement"" over similar concerns it could be used to harm officers. Separately, Google allegedly told them the app had been removed over concern it would ""undermine user trust in the Google Play ecosystem"". ""Apple did not offer an opportunity to appeal the decision,"" said the app's developer, who is based in New Zealand. ""Google gave me seven days to appeal but without any clear explanation it is difficult to appeal, and I don't want to risk them further affecting my account."" ""It is a somewhat chilling commentary on free speech,"" they added. ""No dangerous incidents have ever occurred as far as I know. It's just about controlling the information unfortunately."" The BBC has approached Apple for comment. In a statement, Google confirmed it had removed ""similar apps"" to ICEBlock for ""violations of [its] policies."" It did not say which apps, or the nature of the violations.",https://www.bbc.com/news/articles/c708y1egzlko,technology,BBC,https://ichef.bbci.co.uk/news/1024/branded_news/5032/live/06d111e0-a053-11f0-b687-23a5afa8b42e.jpg,2025-10-03T15:52:00.528000+00:00
ea303e4d353c,Japan faces Asahi beer shortage after cyber-attack,"Japan is facing a shortage of Asahi products, including beer and bottled tea, as the drinks giant grapples with the impact of a major cyber-attack that has affected its operations in the country. Most of the Asahi Group's factories in Japan have been at a standstill since Monday, after the attack hit its ordering and delivering systems. Major Japanese retailers, including 7-Eleven and FamilyMart, have now warned customers to expect shortages of Asahi products. In a statement on Friday , Asahi said it was ""unable to provide a clear timeline for recovery"" but had started ""partial manual"" processing of orders and shipments. Asahi is the biggest brewer in Japan, but it also makes soft drinks and food products, as well as supplying own-brand goods to other retailers. It owns Fullers in the UK and global brands including Peroni, Pilsner Urquell and Grolsch. However, Asahi has said that only its operations in Japan - which account for about half its sales - have been affected by the attack. In its latest statement, Asahi said that as a result of containment measures following the attack, ordering and shipment systems in Japan had been affected and it was also unable to receive emails from external sources. ""Although system-based order and shipment processes remain suspended, ensuring product supply to customers has been set as our top priority and we have begun partial manual order processing and shipment,"" it said. Asahi also said it was preparing to reopen its call centre operations next week. Atsushi Katsuki, Asahi president and group chief executive, apologised for the disruption. ""We are making every effort to restore the system as quickly as possible, while implementing alternative measures to ensure continued product supply to our customers,"" he said. In a statement on Thursday, FamilyMart - which is one of Japan's largest convenience stores - said its Famimaru range of bottled teas, which are made by Asahi, were expected to be in short supply or out of stock. ""We sincerely apologise to our customers for any inconvenience caused,"" said FamilyMart, adding that it was working with Asahi to resume the sale of the products. 7-Eleven, the Japanese-owned global convenience store chain, has halted shipments in the country of Asahi products, including its popular Super Dry beer. A spokesperson for 7-Eleven said its shops have been advised to expect a shortage of Asahi products. Lawson, another major Japanese retailer, also said it expected some Asahi products to be in short supply from Friday. The retailer said it planned to stock up on alternative products to minimise the impact on customers. Japanese supermarket chain Life Cooperation also warned that Asahi products may soon go out of stock.",https://www.bbc.com/news/articles/c0r0y14ly5ro,technology,BBC,https://ichef.bbci.co.uk/news/1024/branded_news/697e/live/62a6c8a0-a00a-11f0-a884-c9c349ad39f4.jpg,2025-10-03T10:26:49.912000+00:00
